permission_id,legacy_key,legacy_table_name,proposed_ability,assigned_role_ids,assigned_role_names,assignment_count,target_scope,authorization_contract,migration_status,required_test
241,delete_gall_globs,gall_globs,delete,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Catalog\Resources\GallGlobsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
242,browse_gallery_filters_page,gallery_filters_page,viewAny,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Catalog\Resources\GalleryFiltersPageResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
243,read_gallery_filters_page,gallery_filters_page,view,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Catalog\Resources\GalleryFiltersPageResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
244,edit_gallery_filters_page,gallery_filters_page,update,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Catalog\Resources\GalleryFiltersPageResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
245,add_gallery_filters_page,gallery_filters_page,create,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Catalog\Resources\GalleryFiltersPageResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
246,delete_gallery_filters_page,gallery_filters_page,delete,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Catalog\Resources\GalleryFiltersPageResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
247,browse_graph_por_styl_page,graph_por_styl_page,viewAny,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\GraphPorStylPageResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
248,read_graph_por_styl_page,graph_por_styl_page,view,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\GraphPorStylPageResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
249,edit_graph_por_styl_page,graph_por_styl_page,update,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\GraphPorStylPageResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
250,add_graph_por_styl_page,graph_por_styl_page,create,4|5|8,"manager|Admin 2|seo_manager",3,"App\Filament\Clusters\Content\Resources\GraphPorStylPageResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
251,delete_graph_por_styl_page,graph_por_styl_page,delete,4|8,manager|seo_manager,2,"App\Filament\Clusters\Content\Resources\GraphPorStylPageResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
257,browse_oil_header,oil_header,viewAny,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\OilHeaderResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
258,read_oil_header,oil_header,view,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\OilHeaderResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
259,edit_oil_header,oil_header,update,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\OilHeaderResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
260,add_oil_header,oil_header,create,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\OilHeaderResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
261,delete_oil_header,oil_header,delete,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\OilHeaderResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
262,browse_oil_what_req,oil_what_req,viewAny,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\OilWhatReqResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
263,read_oil_what_req,oil_what_req,view,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\OilWhatReqResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
264,edit_oil_what_req,oil_what_req,update,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\OilWhatReqResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
265,add_oil_what_req,oil_what_req,create,4|5|8,"manager|Admin 2|seo_manager",3,"App\Filament\Clusters\Content\Resources\OilWhatReqResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
266,delete_oil_what_req,oil_what_req,delete,4|8,manager|seo_manager,2,"App\Filament\Clusters\Content\Resources\OilWhatReqResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
267,browse_modular_pics_what_size_price,modular_pics_what_size_price,viewAny,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\ModularPicsWhatSizePriceResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
268,read_modular_pics_what_size_price,modular_pics_what_size_price,view,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\ModularPicsWhatSizePriceResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
269,edit_modular_pics_what_size_price,modular_pics_what_size_price,update,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\ModularPicsWhatSizePriceResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
270,add_modular_pics_what_size_price,modular_pics_what_size_price,create,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\ModularPicsWhatSizePriceResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
271,delete_modular_pics_what_size_price,modular_pics_what_size_price,delete,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\ModularPicsWhatSizePriceResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
272,browse_string_tranlations,string_tranlations,viewAny,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Translations\Resources\StringTranlationsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
273,read_string_tranlations,string_tranlations,view,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Translations\Resources\StringTranlationsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
